Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
131,Two men in safety hats and masks sorting through soiled rags at a factory.,Two sad men in safety hats and masks sorting through soiled rags at a factory.,Two men in safety hats and masks playing musical instruments at a factory.,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
132,A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.,Two people are having a conversation.,A woman in a white tank top brushes her hair from her eyes as she talks to a person.,entailment,neutral,Brown-haired woman talking to man with backpack. A woman is talking to a man
133,A woman in a white tank top brushes her hair from her eyes as she speaks with the man in the gray shirt.,Two people are having a conversation.,A woman in a white tank top covering her eyes with her hair speaks with the man in the gray shirt.,entailment,contradiction,Brown-haired woman talking to man with backpack. A woman is talking to a man
134,a woman cleaning pots in a body of water.,boy washing fruit in a stream,A woman washing pots in a stream.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
135,a woman cleaning pots in a body of water.,boy washing fruit in a stream,A woman washing pots in a body of water.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
136,A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,A large black gorilla peers down at a group of young people from below while the peer inside his enclosure from above.,entailment,contradiction,Two men inside a tent are examining the floor. men looking at the floor
137,A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,A large black gorilla looks at a group of young people from a higher position while they see him from a lower position.,entailment,neutral,Two men inside a tent are examining the floor. men looking at the floor
138,People are walking down a grassy hill with a fence behind them.,People are outdoors.,People are standing on a grassy hill with a fence behind them.,entailment,neutral,People walking through dirt. People are outside.
139,People are walking down a grassy hill with a fence behind them.,People are outdoors.,People are swimming in a pool with water behind them.,entailment,contradiction,People walking through dirt. People are outside.
140,People shopping in an open produce market.,People buying produce in an outdoor market,People returning in an indoor store.,entailment,contradiction,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
141,People shopping in an open produce market.,People buying produce in an outdoor market,People buying produce in an outdoor market.,entailment,neutral,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
142,Man in plaid shirt scaling rocks.,A woman is skiing.,Man in plaid shirt climbing.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
143,Man in plaid shirt scaling rocks.,A woman is skiing.,Man in plaid shirt climbing a mountain.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
144,A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,A young boy in pajamas plays with a ball.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
145,A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,A young boy in pajamas walks to school while tossing a red ball in the air.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
146,"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,"Two men are assembling a grill outdoors, following the instructions to set it up for a cookout.",neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
147,"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,"Two men are trapped indoors on a sunny day, ignoring the instructions while holding pieces of a new item, possibly a small grill.",neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
