,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
140,People shopping in an open produce market.,People buying produce in an outdoor market,People selling produce in an outdoor market.,entailment,contradiction,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
141,People shopping in an open produce market.,People buying produce in an outdoor market,People can be seen purchasing fruits and vegetables in an outdoor setting.,entailment,neutral,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
142,Man in plaid shirt scaling rocks.,A woman is skiing.,Man in plaid shirt climbing rocks.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
143,Man in plaid shirt scaling rocks.,A woman is skiing.,A woman wearing a plaid shirt is relaxing.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
144,A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,A little kid is also playing with a red ball while walking to school.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
145,A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,A little kid goes outside.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
146,"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,But the men are inside and not getting ready for a cookout.,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
147,"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,Two men are preparing to use a small grill.,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
148,A woman standing next to a car in the street speaking to the driver.,A male watching football on TV.,A woman is watching football on TV.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
149,A woman standing next to a car in the street speaking to the driver.,A male watching football on TV.,A woman engrossed in a book.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
150,three children are watching a movie.,Humans watching a movie.,Three children are playing a game.,entailment,contradiction,A young child wearing a pink top is with a female adult. A kid is with a woman.
151,three children are watching a movie.,Humans watching a movie.,Three children are watching a movie. People are watching a movie.,entailment,neutral,A young child wearing a pink top is with a female adult. A kid is with a woman.
152,"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.","A person has on a helmet, a shirt, and is sitting Inside a car using a skateboard.",entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
153,"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.",A person has on a helmet and shorts.,entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
154,A group of boys sits near the sidewalk and two are smiling while one makes a face.,Three boys sitting near the sidewalk.,Three boys are present near the location.,entailment,neutral,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
155,A group of boys sits near the sidewalk and two are smiling while one makes a face.,Three boys sitting near the sidewalk.,Five girls are standing on top of a table.,entailment,contradiction,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
156,People with their back to the camera walk down a wide alley.,The people are walking through a desert.,"People with their back to the camera walk down a wide grass field. (or any other green area where people can walk) If the target relation is neutral instead of entailment or contradiction, the minimal edits required may not produce a clear answer. In these cases, a counterexample sentence can be presented to show the neutrality.",contradiction,entailment,A group of women in white robes walk through the grass. women walk through the sand
