original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
People shopping in an open produce market.,People buying produce in an outdoor market,,entailment,contradiction,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
People shopping in an open produce market.,People buying produce in an outdoor market,People shopping in an open produce market. ,entailment,neutral,A man with a striped shirt looks at a load of green and yellow vegetables on the back of a truck. A man looks at a pile of colored vegetables on a car outside.
Man in plaid shirt scaling rocks.,A woman is skiing.,Woman in plaid shirt scaling rocks. A man is skiing.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
Man in plaid shirt scaling rocks.,A woman is skiing.,Man in plaid shirt scaling rocks. woman is skiing.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,A young boy  tosses a red ball in the air. &lt;e1&gt;A&lt;/e1&gt; &lt;e2&gt;young&lt;/e2&gt; &lt;e3&gt;boy&lt;/e3&gt; &lt;e4&gt;  tosses&lt;/e4&gt; &lt;e5&gt;a&lt;/e5&gt; &lt;e6&gt;red&lt;/e6&gt; &lt;,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,A young boy in school clothes tosses a blue backpack in the air.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,Two men are standing out,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,Two men are indoors,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
A woman standing next to a car in the street speaking to the driver.,A male watching football on TV.,A dog is standing next to a car.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
A woman standing next to a car in the street speaking to the driver.,A male watching football on TV.,,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
three children are watching a movie.,Humans watching a movie.,A another adult. is watching a movie.,entailment,contradiction,A young child wearing a pink top is with a female adult. A kid is with a woman.
three children are watching a movie.,Humans watching a movie.,,entailment,neutral,A young child wearing a pink top is with a female adult. A kid is with a woman.
"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.","A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard",entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.","A person is wearing a  helmet, a , and blue shorts is outside on a skateboard.",entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
A group of boys sits near the sidewalk and two are smiling while one makes a face.,Three boys sitting near the sidewalk.,A group of boys sits near the sidewalk.,entailment,contradiction,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
