Boys and adults at a soccer game.	They are watching soccer.	entailment
A bald man with a beard is playing a saxophone in a dimly-lit room, with pictures on the wall behind him.	The room is well-lit.	contradiction
Little boy takes photos outside.	Sad boy takes photos outside.	neutral
A man on inline skates does a trick on a cracked concrete ramp.	A man is skating outside on a ramp.	neutral
A dog wearing a blue leash rides in a car.	A dog is rideing a car	entailment
Students standing on the street getting drinks.	The people are outside.	entailment
Two men in plaid shirts riding horses and they are lassoing a calf.	Two men on top of horses	entailment
A woman with blond-hair and wearing a pink top is singing in a club.	The man wore a grey top to the club.	contradiction
A black woman wearing an orange shirt is taking a snapshot.	The woman in the yellow shirt is talking to her friend.	contradiction
A woman who is bent over with one of her shoes off about to put on a band aid.	A woman holds a band aid.	entailment
A little girl in a yellow dress lays on a wooden floor surrounded by flowers.	A girl is laying on the floor next to flowers.	entailment
A man is crouched down on a skateboard and is being pulled along in the water.	the man is at the beach	neutral
Two people on red motorcycle riding with a group of motorcyclist.	Two men on red motorcycle riding with a group of motorcyclist.	neutral
A man acting silly on a pole at a party.	A man is using a pole.	entailment
A little boy in a red jacket plays on a jungle gym.	A boy is enjoy his recess from school.	neutral
A little girl riding on a man's shoulders.	A girl rides a man's shoulders.	entailment
A pair of people parasailing on a sunny day.	Two people are parasailing on a lake.	neutral
People stand outside of a market.	People are at a shopping mall.	contradiction
A Jewish man wearing glasses, button up long blue shirt getting desserts on the table	The man is getting something sweet.	entailment
A brown dog leaps into a swimming pool.	A brown dog is laying on the ground.	contradiction
A woman using a whisk to blend the liquid contents in a measuring cup.	The woman prepares eggs for an omelet.	neutral
The girl is wearing a white shirt with pink skirt, and she is standing in front of a house.	The girl is outside of her home.	neutral
A runner is participating in a run session or race along a desolate stretch of country road.	The runner is in a city.	contradiction
A woman who is fixing her computer while showing her daughter what it is doing.	A woman's daughter wants to learn about computers.	neutral
A man with a can walks past a painting of a construction scene.	Women are seated at a diner.	contradiction
People watching two women wearing red and black dancing at a tavern.	Two woman are drunk and dancing.	neutral
A snowboarder performs a jump on the clean, white snow.	a snowboarder using a burton snowboard performs in the snow	neutral
Many people busily working, watching a presentation, or talking to each other.	Many people are busy working on many very important projects.	neutral
A Woman is looking through a telescope while wearing a red coat.	A man is peeping with binoculars.	contradiction
A blond child wearing a gray shirt with purple flowers is using an orange toothbrush to brush their teeth.	A kid is cleaning their teeth.	entailment
A man or older boy is standing up in a blue and white speedboat that's parked in a driveway.	A young man stands in boat, while outside.	entailment
A boy in a white shirt walks in the ocean.	A boy going to relax in the ocean.	neutral
A man grips onto his walking stick as he hikes the rough terrain.	A man grips onto his walking stick as he hike the mountain.	neutral
A man in white shirt and jeans leans over with locked legs to paint the top of a building overlooking a gated yard.	The man is Clint Eastwood	neutral
A young woman and an older man are making food at a street market.	Two people are cooking at McDonald's.	contradiction
Person standing atop of a plateau, sun setting along the puffy white clouds over the horizon, above the blue ocean.	The sun is rising over the ocean.	contradiction
A large group of men in military garb standing on a field with a crowd behind them.	if the men sneeze they bounce like a gimmy bear	contradiction
Girl outside holding a pink flower that matches her top and smiling.	A small girl smiles with a flower.	neutral
Little boy in a red Radio Flyer Town and Country wagon.	A wagon has very large wheels.	neutral
In a science museum looking through a telescope.	A person is looking through a telescope in a museum exhibit.	entailment
An aircraft stands on cement by workers in yellow vests.	The workers are near an aircraft.	entailment
A couple of people in white sit in a subway car going through a bright orange station.	The people are going to work.	neutral
