original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.","A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard. A is outside using a skateboard.",entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.","A person wearing a blue helmet, is outside using a skateboard.",entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
A group of boys sits near the sidewalk and two are smiling while one makes a face.,Three boys sitting near the sidewalk.,Some boys sitting near the sidewalk.,entailment,contradiction,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
A group of boys sits near the sidewalk and two are smiling while one makes a face.,Three boys sitting near the sidewalk.,,entailment,neutral,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
People with their back to the camera walk down a wide alley.,The people are walking through a desert.,People are walking through a desert.,contradiction,neutral,A group of women in white robes walk through the grass. women walk through the sand
People with their back to the camera walk down a wide alley.,The people are walking through a desert.,,contradiction,entailment,A group of women in white robes walk through the grass. women walk through the sand
A group of high school students are waiting outside a building to be admitted to class.,Nobdoy is waiting,Two people are waiting,contradiction,entailment,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
A group of high school students are waiting outside a building to be admitted to class.,Nobdoy is waiting,People are there.,contradiction,neutral,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
A man in a striped sweater writes on a small rectangular chalkboard.,A man writes.,A large truck drives on a gravel road.,entailment,contradiction,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
A man in a striped sweater writes on a small rectangular chalkboard.,A man writes.,a man writes.,entailment,neutral,One man in all black in a bowling ally who just bowled with an orange ball. A man is bowling.
An African American boy jumps over boxes at a track.,A boy plays basketball.,,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
An African American boy jumps over boxes at a track.,A boy plays basketball.,An African American boy jumps over boxes at a track. A boy jumps over boxes.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.,The woman is preparing to shoot a video.,The woman is attaching a video camera to the deck.,neutral,entailment,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
A woman in blue jeans and a navy shirt bends over to attach a video camera to a deck.,The woman is preparing to shoot a video.,The woman is preparing captain the bridge.,neutral,contradiction,A young dark-haired woman crouches on the banks of a river while washing dishes. A woman washes dishes in the river while camping.
A man in a black shirt plays the guitar surrounded by drinks.,The man is skilled at playing,,neutral,contradiction,Man plays electronic drum set in band. The man is only drummer in the band.
A man in a black shirt plays the guitar surrounded by drinks.,The man is skilled at playing,The man playing guitar in a pub.,neutral,entailment,Man plays electronic drum set in band. The man is only drummer in the band.
A woman scantily dressed in a tribal green and blue costume dances in a parade while onlookers watch.,A woman is dancing in a parade.,No woman is dancing in a parade.,entailment,neutral,Three young women pose for the camera at a parade. Three young women are dressed for the parade.
