Group of children, three boys, one girl making faces toward camera while shouting profanities. Kids are clowning while their parents take pictures crying	Kids are clowning while their parents take pictures.	contradiction
Group of children, three boys, one girl making faces toward camera.	Kids are clowning while their parents take pictures.	entailment
This policeman is standing in front of a ride at a carnival.	This policeman is standing at a carnival.	contradiction
"""It is unclear what this policeman is here for, but he is standing in front of a ride at a carnival. """	This policeman is standing at a carnival.	neutral
A man is playing with two small children in a pool.	A man is playing with his two children in a pool.	entailment
A man wearing a red shirt is walking past a bicycle.	There's a man walking outside.	contradiction
Construction workers chat with one another beside the hole with cement filled.	A group of construction workers relay orders to one another as they fill a hole with cement.	entailment
Construction workers chat informally beside one another without the cement in  their construction projects.	A group of construction workers relay orders to one another as they fill a hole with cement.	contradiction
A woman in a blue blouse leans over a pool table with her cue in hand and an eight ball on the table.	A woman is playing pool.	neutral
A girl is playing with a necklace in the sunshine behind her.	The girl plays outside in the pouring rain.	neutral
African woman with child writes the alphabet on a with child. 	the african woman writes the alphabet on a chalkboard with child	neutral
People enjoy picnics in cloudy day.	It is warm outside	contradiction
People are not enjoying picnics in park on nice warm day. 	It is warm outside	neutral
A photographer snaps a quick photo of a yellow sports car.	A photographer snaps a quick photo of a cheetah.	entailment
A photographer snaps a quick photo of a yellow truck.	A photographer snaps a quick photo of a cheetah.	neutral
A band consisting of three members perform on stage in front of a giant red heart.	A band is performing on Valentine's Day.	entailment
A black dog is being pited by another dog. The dog is playing in the grass.	Two dogs playing in the grass.	entailment
Looks like a traveler going places in his toyota, a woman with a lot of energy	a person driving	contradiction
A Chinese farmer is working in a field. A Chinese farmer is being lazy and sleeping in a field	A Chinese farmer is being lazy and sleeping in a field	neutral
Two men giving a presentation or speech to a group of individuals sitting in white chairs. They sit in red chairs.	The people are inside.	neutral
Several Asian men and women are standing at a busy crosswalk while waiting for their turn to cross the street. A man standing by himself on the street.	A man stands by himself on the street.	entailment
Something with a hat on standing to pick a small, yellow flower. A plant bends over outside.	A man bends over outside.	contradiction
A man and a woman are carrying on a conversation on a sidewalk. A debate.	Some people are having a debate.	contradiction
Two men are carrying on a debate on a sidewalk.	Some people are having a debate.	entailment
A woman is a tree surgeon.	the surgean is a woman	entailment
A tree surgeon hard at work in a basket that. the surgean is a woman	the surgean is a woman	contradiction
Scraps of wood are scattered. Two women sew a blanket together.	Two women sew a blanket together.	neutral
Two men haul scrap wood and metal into scrap wood.	Two women sew a blanket together.	entailment
A man in a yellow t-shirt walks through a rainstorm.	A woman in a pink dress walks through a rainstorm.	entailment
A boy pushing a miniature car on the lawn pushes a miniature car on a lawn while waiting for his friend.	A boy pushes a miniature car on a lawn while waiting for his friend.	entailment
A boy pushing a miniature car on a lawn.	A boy pushes a miniature car on a lawn while waiting for his friend.	contradiction
One people without a dog sitting in front of the ocean The two people were sitting with the dog	The two people were sitting with the dog	contradiction
 	The two people were sitting with the dog	neutral
A small brown dog is playing with a fuzzy slipper that is a puppy. The dog is playing.	The dog is still a puppy.	entailment
A big dog is not playing with a fuzzy slipper. The dog previously a fully grown dog.	The dog is still a puppy.	contradiction
Guy is playing chess with a boy play game.	Two generations play an ancient game.	neutral
A older guy is kissing football with a small boy.	Two generations play an ancient game.	contradiction
she sleeps eyes	the geisha is asleep	neutral
The geisha puts on her powder.	the geisha is asleep	entailment
'a large boy looks through a telescope on playground equipment...'	a young boy burns his retina by stupidly looking at the sun though a telescope	contradiction
A man is cutting down a tree in.	A man is cutting down a tree in a field.	neutral
A man dressed in summer clothes cutting down a tree in a field.	A man is cutting down a tree in a field.	contradiction
A boy and and his dog missing (or missing dog) are standing on a trampoline, doing their own activity.	a boy is standing	neutral
