Unnamed: 0,original_sentence1,original_sentence2,contrast text,original label,contrast label,closest_instance
144,A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,A child is outside.,contradiction,neutral,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
145,A young boy in pajamas tosses a red ball in the air.,A little kid walks to school.,A young boy in pajamas walks to school while tossing a red ball in the air.,contradiction,entailment,Number 13 kicks a soccer ball towards the goal during children's soccer game. A player passing the ball in a soccer game.
146,"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,The two men are assembling a grill for grilling.,neutral,entailment,Two men are standing in front of musical mixing equipment. There are people indoors.
147,"Two men are standing outdoors on a sunny day holding pieces of a new item, possibly a small grill, while one of the men studies the assembly instructions.",Two men are getting ready for a cookout.,One man is getting ready for an indoor meeting.,neutral,contradiction,Two men are standing in front of musical mixing equipment. There are people indoors.
148,A woman standing next to a car in the street speaking to the driver.,A male watching football on TV.,A person is watching something on TV.,contradiction,neutral,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
149,A woman standing next to a car in the street speaking to the driver.,A male watching football on TV.,A male standing next to a car in the street.,contradiction,entailment,"A woman is standing near the water, looks to be throwing something. The man is standing near the water."
150,three children are watching a movie.,Humans watching a movie.,Humans playing a movie.,entailment,contradiction,A young child wearing a pink top is with a female adult. A kid is with a woman.
151,three children are watching a movie.,Humans watching a movie.,People are watching something.,entailment,neutral,A young child wearing a pink top is with a female adult. A kid is with a woman.
152,"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.","A person is not wearing a helmet, has no shirt on, and is sitting on a bench.",entailment,contradiction,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
153,"A person wearing a blue helmet, a t-shirt, and blue jean shorts is outside on a skateboard.","A person has on a helmet, a shirt, and is outside using a skateboard.","Someone wearing a helmet, clothing, and riding a skateboard is outdoors",entailment,neutral,A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle. The person has a helmet on.
154,A group of boys sits near the sidewalk and two are smiling while one makes a face.,Three boys sitting near the sidewalk.,Three girls standing far away from the sidewalk.,entailment,contradiction,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
155,A group of boys sits near the sidewalk and two are smiling while one makes a face.,Three boys sitting near the sidewalk.,Some boys are in the area.,entailment,neutral,"Several people, including a boy in a striped shirt walk on a concrete path away from a body of water. People are walking outside."
156,People with their back to the camera walk down a wide alley.,The people are walking through a desert.,People are walking.,contradiction,neutral,A group of women in white robes walk through the grass. women walk through the sand
157,People with their back to the camera walk down a wide alley.,The people are walking through a desert.,People are walking in a wide alley.,contradiction,entailment,A group of women in white robes walk through the grass. women walk through the sand
158,A group of high school students are waiting outside a building to be admitted to class.,Nobdoy is waiting,Some people are waiting.,contradiction,entailment,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
159,A group of high school students are waiting outside a building to be admitted to class.,Nobdoy is waiting,Some people are standing.,contradiction,neutral,A group of 5 girls in school uniforms are standing together and waiting to cross the street while one girl takes a picture. The girls are wearing hockey jerseys.
